시도별,경제활동별,항목,단위,1985 년,1986 년,1987 년,1988 년,1989 년,1990 년,1991 년,1992 년,1993 년,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년,2023 년,Unnamed: 43
전국,지역내총생산(시장가격),명목,,93917477.0,110030849.0,128313751.0,153876374.0,174196167.0,212364652.0,257519039.0,294001394.0,332820947.0,392078366.0,458677049.0,508659120.0,562458824.0,561096559.0,615513843.0,681416214.0,739939578.0,817272367.0,875832070.0,950287292.0,996422320.0,1052150614.0,1138280581.0,1208002452.0,1260812140.0,1387312268.0,1454384791.0,1509908856.0,1574868314.0,1640110498.0,1743141850.0,1834868129.0,1935809579.0,2007811627.0,2042981250.0,2062489906.0,2224179729.0,2327595674.0,2404190710.0,
전국,지역내총생산(시장가격),실질,,302305186.0,336396554.0,378422661.0,425139633.0,454930884.0,502174137.0,555713517.0,587292341.0,627569286.0,684390486.0,754021408.0,807951665.0,858589225.0,822643170.0,918327606.0,1001145776.0,1054522416.0,1127714770.0,1166910349.0,1222213977.0,1280590240.0,1349602329.0,1427963356.0,1465186371.0,1480808102.0,1581956002.0,1637691597.0,1677574227.0,1734211430.0,1790169111.0,1843297604.0,1901154107.0,1965889849.0,2026457077.0,2075340783.0,2062489906.0,2155993359.0,2214910682.0,2246567225.0,
전국,지역내총생산(시장가격),실질기여도,,,11.28,12.49,12.35,7.01,10.38,10.66,5.68,6.86,9.05,10.17,7.15,6.27,-4.19,11.63,9.02,5.33,6.94,3.48,4.74,4.78,5.39,5.81,2.61,1.07,6.83,3.52,2.44,3.38,3.23,2.97,3.14,3.41,3.08,2.41,-0.62,4.53,2.73,1.43,
전국,순생산물세,명목,,9523425.0,11308187.0,12823959.0,14257326.0,16219756.0,20593082.0,22944857.0,27231790.0,28013606.0,33397312.0,39122984.0,45697131.0,51614110.0,44589713.0,55933581.0,63898582.0,71692643.0,82032680.0,86154078.0,87826823.0,90544551.0,95754798.0,101958369.0,108833997.0,108184790.0,119728010.0,120865159.0,124103264.0,123831412.0,128455625.0,137165542.0,147793214.0,156537969.0,161353904.0,161495063.0,167840059.0,184103949.0,185278796.0,171403119.0,
전국,순생산물세,실질,,28519110.0,31742006.0,36336948.0,40662056.0,44192715.0,49982377.0,55470973.0,57372777.0,59413041.0,65427418.0,72351694.0,78061017.0,83681765.0,74960528.0,87259853.0,96030720.0,101260959.0,106955909.0,109668385.0,111065505.0,119281501.0,124779946.0,131029083.0,127370297.0,124310838.0,130659594.0,136117385.0,138828643.0,140372517.0,146521053.0,151886042.0,158577713.0,162745298.0,164699286.0,165879790.0,167840059.0,176313661.0,172226363.0,164557781.0,
전국,순생산물세,실질기여도,,,1.15,1.49,1.19,0.8,1.22,1.06,0.31,0.33,0.85,0.9,0.67,0.65,-0.96,1.3,0.91,0.51,0.54,0.25,0.13,0.68,0.42,0.46,-0.25,-0.22,0.44,0.36,0.17,0.09,0.34,0.29,0.35,0.21,0.1,0.06,0.09,0.41,-0.19,-0.35,
전국,총부가가치(기초가격),명목,,84394052.0,98722662.0,115489792.0,139619048.0,157976411.0,191771570.0,234574182.0,266769604.0,304807341.0,358681054.0,419554065.0,462961989.0,510844714.0,516506846.0,559580262.0,617517632.0,668246935.0,735239687.0,789677992.0,862460469.0,905877769.0,956395816.0,1036322212.0,1099168455.0,1152627350.0,1267584258.0,1333519632.0,1385805592.0,1451036902.0,1511654873.0,1605976308.0,1687074915.0,1779271610.0,1846457723.0,1881486187.0,1894649847.0,2040075780.0,2142316878.0,2232787591.0,
전국,총부가가치(기초가격),실질,,273707360.0,304566395.0,341924195.0,384303331.0,410575482.0,452067538.0,500109673.0,529631435.0,567739125.0,618585505.0,681285760.0,729544406.0,774595973.0,747046302.0,830857415.0,904929245.0,953068487.0,1020565516.0,1057106837.0,1111203160.0,1161311217.0,1224800007.0,1296893420.0,1337588727.0,1356443360.0,1451290595.0,1501526212.0,1538696305.0,1593764570.0,1643621616.0,1691431869.0,1742691370.0,1803217505.0,1861755890.0,1909424992.0,1894649847.0,1979679698.0,2042802507.0,2082390823.0,
전국,총부가가치(기초가격),실질기여도,,,10.13,11.01,11.16,6.2,9.16,9.6,5.38,6.53,8.2,9.27,6.48,5.62,-3.23,10.33,8.1,4.82,6.4,3.22,4.61,4.09,4.97,5.35,2.86,1.28,6.39,3.16,2.27,3.28,2.88,2.68,2.79,3.19,2.98,2.35,-0.71,4.12,2.92,1.78,
전국,"농업, 임업 및 어업",명목,,10783801.0,11216829.0,11642797.0,14732780.0,15249127.0,16831393.0,18434796.0,20259065.0,21287219.0,23172605.0,24977383.0,25679325.0,25227779.0,23926216.0,26723525.0,25818588.0,25687253.0,25029735.0,24081403.0,26383197.0,25008241.0,25118697.0,24872699.0,24690947.0,26792468.0,28252863.0,30598534.0,31403265.0,31495872.0,32087753.0,33167620.0,32220625.0,33618613.0,32254364.0,30985604.0,32724896.0,36929636.0,33763366.0,34629325.0,
전국,"농업, 임업 및 어업",실질,,21819251.0,22913902.0,22249663.0,24860117.0,24873279.0,23580206.0,24193446.0,26416769.0,25437157.0,26131465.0,28467922.0,29617286.0,29618363.0,28517951.0,30277558.0,30258134.0,30361564.0,29154089.0,27729897.0,29209787.0,29296766.0,29964079.0,31422939.0,33398543.0,34682431.0,33393271.0,33201395.0,32867120.0,34325418.0,36083094.0,36204505.0,34052020.0,34511668.0,34102180.0,35134878.0,32724896.0,33681183.0,33949657.0,33106462.0,
전국,"농업, 임업 및 어업",실질기여도,,,0.58,-0.3,1.06,0.01,-0.46,0.21,0.66,-0.26,0.17,0.53,0.22,0.0,-0.17,0.26,0.0,0.01,-0.14,-0.15,0.15,0.01,0.06,0.12,0.14,0.08,-0.08,-0.01,-0.02,0.09,0.1,0.01,-0.11,0.02,-0.02,0.05,-0.1,0.05,0.01,-0.04,
전국,광제조업,명목,,23326429.0,28625825.0,34920795.0,43246356.0,47092128.0,53927173.0,65187853.0,72154752.0,82757891.0,101015860.0,120885080.0,128556955.0,141773335.0,145153294.0,159859984.0,181551826.0,185903211.0,203213183.0,213823806.0,250696091.0,261250234.0,270954242.0,296277676.0,316841783.0,330953072.0,390133382.0,422807759.0,435133179.0,456250969.0,466035798.0,487051550.0,507410827.0,545294864.0,560070015.0,540714142.0,531415328.0,585625618.0,618120349.0,617696138.0,
전국,광제조업,실질,,54654761.0,63323169.0,75303310.0,85471404.0,89331746.0,99646760.0,110847578.0,116556792.0,125035016.0,140149092.0,156813342.0,168823292.0,178592881.0,164087428.0,195411662.0,224533936.0,231303586.0,252625425.0,265248286.0,290448563.0,305266468.0,329335339.0,351822868.0,364068483.0,361811647.0,418262856.0,440882095.0,448866957.0,465137441.0,481900557.0,491021051.0,501415649.0,522515851.0,539883155.0,542359098.0,531415328.0,565840746.0,579541250.0,589332994.0,
전국,광제조업,실질기여도,,,3.94,4.92,3.67,1.27,3.12,2.85,1.3,1.79,3.01,3.06,2.02,1.46,-2.05,4.94,3.87,0.8,2.32,1.24,2.32,1.35,2.07,1.76,0.91,-0.16,4.1,1.52,0.53,1.04,1.04,0.54,0.59,1.16,0.94,0.13,-0.53,1.67,0.64,0.45,
전국,광업,명목,,905663.0,1081133.0,1087139.0,1093973.0,1050539.0,1252681.0,1390900.0,1259262.0,1308821.0,1671746.0,1736984.0,1770770.0,1815045.0,1607407.0,1612774.0,1661472.0,1588948.0,1661018.0,1625324.0,1648539.0,1861978.0,1796052.0,1882954.0,2035755.0,1993804.0,2006627.0,2201866.0,2162255.0,2273323.0,2210465.0,2219058.0,2553579.0,2589204.0,2269780.0,2101545.0,1945229.0,2016663.0,1925117.0,2336421.0,
전국,광업,실질,,3277975.0,3453176.0,3434852.0,3414249.0,3219451.0,3087377.0,3172643.0,2870504.0,3000942.0,3345165.0,3419290.0,3449766.0,3316137.0,2756102.0,3013166.0,3101453.0,2931668.0,2911786.0,2959748.0,2792023.0,2949157.0,2990582.0,2843816.0,2755077.0,2743766.0,2827363.0,2698137.0,2608502.0,2585508.0,2544630.0,2238907.0,2489769.0,2422166.0,2170985.0,2002270.0,1945229.0,2161531.0,1901863.0,1875559.0,
전국,광업,실질기여도,,,0.05,-0.01,-0.01,-0.04,-0.02,0.02,-0.05,0.02,0.05,0.01,0.0,-0.01,-0.05,0.03,0.01,-0.01,0.0,0.0,-0.01,0.01,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.02,0.01,0.0,-0.01,-0.01,0.0,0.01,-0.01,0.0,
전국,제조업,명목,,22420766.0,27544692.0,33833656.0,42152383.0,46041589.0,52674492.0,63796953.0,70895490.0,81449070.0,99344114.0,119148096.0,126786185.0,139958290.0,143545887.0,158247210.0,179890354.0,184314263.0,201552165.0,212198482.0,249047552.0,259388256.0,269158190.0,294394722.0,314806028.0,328959268.0,388126755.0,420605893.0,432970924.0,453977646.0,463825333.0,484832492.0,504857248.0,542705660.0,557800235.0,538612597.0,529470099.0,583608955.0,616195232.0,615359717.0,
전국,제조업,실질,,52326329.0,60847703.0,72824024.0,82987342.0,86955647.0,97306790.0,108440791.0,114372964.0,122747794.0,137597572.0,154182446.0,166143016.0,175981667.0,161888360.0,192969774.0,221963599.0,228829792.0,250118818.0,262685474.0,287947442.0,302627717.0,326629301.0,349187844.0,361489172.0,359243431.0,415567318.0,438255172.0,446310226.0,462588473.0,479379834.0,488770340.0,498913992.0,520083633.0,537709878.0,540355929.0,529470099.0,563679215.0,577608536.0,587423072.0,
전국,제조업,실질기여도,,,3.89,4.93,3.68,1.31,3.15,2.84,1.36,1.77,2.96,3.05,2.02,1.48,-1.99,4.91,3.86,0.82,2.32,1.24,2.33,1.34,2.06,1.77,0.91,-0.16,4.09,1.53,0.53,1.05,1.05,0.55,0.58,1.17,0.95,0.14,-0.53,1.66,0.65,0.45,
전국,음식료품 및 담배제조업,명목,,2116027.0,2302082.0,2614288.0,2961293.0,3386795.0,3861378.0,4665679.0,5128286.0,6048371.0,7399916.0,7547085.0,8330929.0,8783802.0,9903350.0,10129522.0,10592191.0,10671285.0,11657842.0,11693119.0,12936457.0,12928632.0,13114298.0,13710905.0,14312160.0,15514912.0,15993760.0,16844668.0,17256289.0,18874165.0,20020085.0,21659618.0,22825580.0,23721136.0,24956643.0,26045024.0,27300807.0,27632309.0,29856530.0,34514676.0,
전국,음식료품 및 담배제조업,실질,,10307085.0,10821055.0,11471145.0,12348763.0,12953967.0,12870303.0,13807370.0,13881679.0,14485125.0,15448810.0,15820243.0,16634099.0,16776031.0,16064055.0,16134491.0,16778278.0,16911963.0,17775152.0,17378386.0,17876194.0,17874188.0,18955393.0,18508214.0,19114571.0,18739903.0,19605214.0,19439676.0,20685511.0,22137612.0,22419719.0,23248710.0,23443264.0,24482663.0,25289929.0,26509600.0,27300807.0,28682926.0,32070849.0,31582202.0,
전국,음식료품 및 담배제조업,실질기여도,,,0.11,0.13,0.16,0.09,-0.01,0.13,0.01,0.08,0.12,0.05,0.08,0.01,-0.07,0.01,0.07,0.01,0.07,-0.03,0.04,0.0,0.08,-0.03,0.04,-0.02,0.06,-0.01,0.07,0.08,0.02,0.05,0.01,0.06,0.04,0.06,0.04,0.07,0.15,-0.02,
전국,섬유 의복 및 가죽 제품 제조업,명목,,4342814.0,5287727.0,6314551.0,6580214.0,6435877.0,6852207.0,7905786.0,8646758.0,8561971.0,9313028.0,9485434.0,10131251.0,10971145.0,10592765.0,12065321.0,12973698.0,12930074.0,13106876.0,12078608.0,12073047.0,12098984.0,12240770.0,12512365.0,13368968.0,14670668.0,16574936.0,17683841.0,18549783.0,19443337.0,19765952.0,18915724.0,18972074.0,18149345.0,17824048.0,17603125.0,17318439.0,16301187.0,17213852.0,19819496.0,
전국,섬유 의복 및 가죽 제품 제조업,실질,,17712876.0,19814355.0,21530543.0,21565161.0,20470041.0,21275420.0,20188919.0,19259333.0,17194137.0,17238084.0,16410932.0,16557216.0,16676071.0,14170479.0,17241403.0,18502221.0,18356386.0,19739557.0,17871119.0,17265298.0,17605247.0,18659603.0,19314926.0,19364397.0,18310112.0,20665228.0,20867152.0,22228747.0,23110172.0,23487043.0,21808614.0,19725687.0,20047314.0,19095428.0,17798716.0,17318439.0,16843316.0,16919495.0,16301616.0,
전국,섬유 의복 및 가죽 제품 제조업,실질기여도,,,0.55,0.42,0.01,-0.22,0.15,-0.16,-0.14,-0.32,0.01,-0.11,0.02,0.01,-0.29,0.41,0.14,-0.02,0.13,-0.15,-0.05,0.03,0.07,0.04,0.0,-0.06,0.15,0.01,0.08,0.05,0.02,-0.09,-0.1,0.02,-0.04,-0.06,-0.02,-0.02,0.0,-0.03,
전국,목재종이인쇄 및 복제업,명목,,1198757.0,1422040.0,1740594.0,2236829.0,2651817.0,2692989.0,3278836.0,3679034.0,4034706.0,5435167.0,6027770.0,5933195.0,6160191.0,5699704.0,7340853.0,7493860.0,7810484.0,8827587.0,8534678.0,8794977.0,8738793.0,8796976.0,8958046.0,9390422.0,10690130.0,10932016.0,11368386.0,11886726.0,12379358.0,12902986.0,13410762.0,14593814.0,13784862.0,15091766.0,14723949.0,14229993.0,15133897.0,16182362.0,16468713.0,
전국,목재종이인쇄 및 복제업,실질,,4571520.0,4949263.0,5785021.0,6783538.0,7891074.0,7630847.0,8192040.0,8553043.0,8585860.0,9761683.0,10253994.0,10083138.0,10460777.0,9173642.0,10766440.0,10952795.0,10475508.0,11252984.0,11170776.0,10945874.0,10927861.0,11530740.0,11773191.0,12326090.0,13061456.0,13538873.0,13690808.0,13777736.0,13738687.0,14239415.0,14236275.0,15183842.0,14392973.0,14571382.0,14369908.0,14229993.0,14398790.0,14371340.0,13650115.0,
전국,목재종이인쇄 및 복제업,실질기여도,,,0.11,0.22,0.23,0.24,-0.05,0.09,0.06,0.0,0.17,0.07,-0.02,0.04,-0.13,0.18,0.02,-0.05,0.08,-0.01,-0.02,0.0,0.05,0.02,0.04,0.05,0.03,0.01,0.0,0.0,0.03,0.0,0.05,-0.04,0.01,-0.01,-0.01,0.01,0.0,-0.03,
전국,석탄 및 석유 화학제품 제조업,명목,,3720638.0,4708851.0,5438344.0,6945337.0,7470947.0,7818158.0,11248812.0,13632784.0,16118994.0,17767374.0,21638113.0,22358466.0,27545205.0,32333289.0,30522946.0,32060582.0,33603331.0,37008826.0,39738718.0,49756210.0,52201369.0,51933027.0,55939692.0,59798567.0,57133269.0,73203824.0,82799090.0,83189101.0,86771297.0,86707307.0,93644696.0,98267592.0,102361281.0,100758433.0,97189593.0,91860116.0,113619427.0,121590026.0,120911983.0,
전국,석탄 및 석유 화학제품 제조업,실질,,10278671.0,11434356.0,13249654.0,15850932.0,16811260.0,18428724.0,24346428.0,28177548.0,31405744.0,34826684.0,38642092.0,40918248.0,46858976.0,48365453.0,51800201.0,56070842.0,60071445.0,64771474.0,65945273.0,73772657.0,74349942.0,78646870.0,80688616.0,83183385.0,78947081.0,89428130.0,92568698.0,91225087.0,94086161.0,96202253.0,99707830.0,101912542.0,104553330.0,104250533.0,100497785.0,91860116.0,99313475.0,101552561.0,101693125.0,
전국,석탄 및 석유 화학제품 제조업,실질기여도,,,0.45,0.68,0.83,0.27,0.41,1.18,0.69,0.53,0.53,0.5,0.28,0.64,0.16,0.41,0.41,0.34,0.36,0.08,0.54,0.04,0.3,0.13,0.15,-0.25,0.6,0.19,-0.08,0.17,0.12,0.19,0.12,0.14,-0.02,-0.18,-0.41,0.36,0.12,0.01,
전국,비금속광물 및 금속제품 제조업,명목,,3978149.0,4736982.0,5827853.0,7675834.0,8485633.0,9817893.0,12896454.0,12785293.0,15252311.0,16891030.0,20354641.0,21562285.0,23223226.0,23257318.0,25167434.0,28157217.0,30237312.0,32781309.0,35589420.0,44756507.0,47078646.0,47739900.0,53448876.0,58470670.0,58287416.0,69961496.0,74847431.0,74873525.0,75116704.0,77816508.0,78576021.0,80764274.0,83470213.0,82652314.0,81972811.0,76966786.0,92309780.0,95559215.0,94404944.0,
전국,비금속광물 및 금속제품 제조업,실질,,15147417.0,16922267.0,19075076.0,21699415.0,24161766.0,28658159.0,31440214.0,31984485.0,34426490.0,37198802.0,40991716.0,43431953.0,44677851.0,39154920.0,44461249.0,49625401.0,51560808.0,54640474.0,57322054.0,62806236.0,65972500.0,66597900.0,70243274.0,66124069.0,60898883.0,69137486.0,71260777.0,72004804.0,72772623.0,76538169.0,79764906.0,80434131.0,82593366.0,81091079.0,80515173.0,76966786.0,70703394.0,60917000.0,60426430.0,
전국,비금속광물 및 금속제품 제조업,실질기여도,,,0.5,0.55,0.62,0.57,0.91,0.45,0.09,0.33,0.37,0.44,0.26,0.12,-0.51,0.56,0.47,0.16,0.24,0.2,0.39,0.24,0.04,0.25,-0.28,-0.38,0.63,0.15,0.05,0.05,0.25,0.2,0.04,0.12,-0.08,-0.03,-0.18,-0.3,-0.57,-0.03,
전국,전기 전자 및 정밀기기 제조업,명목,,3179750.0,4438990.0,5867998.0,8135713.0,8632725.0,10239474.0,10468634.0,11654168.0,14434441.0,20494073.0,28089965.0,28749828.0,30446096.0,34495608.0,41501781.0,50093978.0,49369816.0,54801023.0,58445807.0,69566084.0,71861595.0,75628169.0,81832678.0,85628898.0,94663823.0,111689788.0,118883330.0,125585192.0,135514758.0,138350502.0,143028116.0,150506678.0,180595104.0,196553861.0,177083627.0,181893258.0,202377579.0,206785791.0,182631767.0,
전국,전기 전자 및 정밀기기 제조업,실질,,2601332.0,3798763.0,5371805.0,6603254.0,6583881.0,7540389.0,8093613.0,8642823.0,10018321.0,12197278.0,15091792.0,16913462.0,17822004.0,19254488.0,25316030.0,31986889.0,33823154.0,38504176.0,43069400.0,49719097.0,54460900.0,63570069.0,73268309.0,78003769.0,84381929.0,101838166.0,110034351.0,114221651.0,121565233.0,128338526.0,131165780.0,139517010.0,150153004.0,166926264.0,174124781.0,181893258.0,204405941.0,217091658.0,226646386.0,
전국,전기 전자 및 정밀기기 제조업,실질기여도,,,1.56,1.67,1.05,-0.02,0.72,0.35,0.28,0.63,0.94,1.24,0.74,0.3,0.44,1.94,1.78,0.42,0.92,0.8,1.03,0.7,1.21,1.1,0.46,0.58,1.55,0.65,0.31,0.53,0.48,0.19,0.52,0.63,1.04,0.42,0.39,1.09,0.56,0.39,
전국,기계 운송장비 및 기타 제품 제조업,명목,,3884631.0,4648020.0,6030028.0,7617163.0,8977795.0,11392393.0,13332752.0,15369167.0,16998276.0,22043526.0,26005088.0,29720231.0,32828625.0,27263853.0,31519353.0,38518828.0,39691961.0,43368702.0,46118132.0,51164270.0,54480237.0,59705050.0,67992160.0,73836343.0,77999050.0,89770935.0,98179147.0,101630308.0,105878027.0,108261993.0,115597555.0,118927236.0,120623719.0,119963170.0,123994468.0,119900700.0,116234776.0,129007456.0,146608138.0,
전국,기계 운송장비 및 기타 제품 제조업,실질,,10975659.0,12623679.0,16417002.0,19130121.0,20565515.0,24653890.0,28295976.0,30377220.0,33319513.0,38716298.0,44752547.0,49904181.0,52814079.0,38510116.0,49701984.0,59143817.0,58602963.0,64185540.0,68499636.0,73709476.0,78312268.0,82769320.0,86629683.0,93745489.0,92674667.0,108748017.0,117629577.0,119212716.0,122024255.0,124422701.0,124736314.0,123612246.0,128468697.0,128407432.0,127014020.0,119900700.0,129331373.0,139088062.0,143256089.0,
전국,기계 운송장비 및 기타 제품 제조업,실질기여도,,,0.62,1.27,0.78,0.37,1.02,0.79,0.38,0.51,0.83,0.88,0.65,0.34,-1.58,1.41,0.97,-0.05,0.51,0.36,0.4,0.34,0.31,0.26,0.49,-0.07,1.07,0.53,0.09,0.16,0.13,0.02,-0.06,0.25,0.0,-0.06,-0.34,0.46,0.39,0.17,
전국,"전기, 가스, 증기 및 공기 조절 공급업",명목,,2382015.0,3075037.0,3485906.0,3680593.0,3844864.0,4020318.0,4692396.0,5572598.0,6521937.0,7566179.0,8592697.0,9628248.0,10562462.0,11957913.0,14256006.0,15776553.0,17450663.0,19071259.0,20152533.0,19786867.0,20332372.0,20751518.0,21446704.0,12672721.0,17572575.0,21948453.0,19077881.0,20781863.0,23568476.0,29466706.0,35138459.0,36681866.0,32146569.0,25486110.0,25993979.0,32318725.0,24508742.0,3130766.0,27821204.0,
전국,"전기, 가스, 증기 및 공기 조절 공급업",실질,,3030335.0,3696618.0,4442876.0,4853007.0,5506247.0,6614983.0,7717901.0,8462563.0,9695259.0,11224771.0,12455295.0,13957492.0,15519805.0,15977254.0,17848032.0,19951535.0,21385422.0,22763321.0,23479804.0,25274237.0,27776368.0,27983384.0,29026760.0,29123502.0,29735470.0,30788457.0,29907910.0,29759200.0,27615773.0,27650494.0,28194444.0,27445405.0,29939223.0,28777478.0,30059933.0,32318725.0,33370263.0,35205935.0,26391604.0,
전국,"전기, 가스, 증기 및 공기 조절 공급업",실질기여도,,,0.56,0.56,0.25,0.32,0.44,0.32,0.18,0.28,0.31,0.21,0.23,0.21,0.06,0.25,0.27,0.17,0.15,0.07,0.18,0.21,0.02,0.07,0.01,0.02,0.05,-0.05,-0.01,-0.1,0.0,0.04,-0.05,0.18,-0.06,0.06,0.1,0.05,0.06,-0.03,
전국,건설업,명목,,5156754.0,5373972.0,6539942.0,8233657.0,10782472.0,17102303.0,23203693.0,24719473.0,27854597.0,29977654.0,36103517.0,39864309.0,44069395.0,37068709.0,34699778.0,34560761.0,38150547.0,42775334.0,50672339.0,54082946.0,56242755.0,57492184.0,60833833.0,60041061.0,61739786.0,60186313.0,60127221.0,62745882.0,68358457.0,72122530.0,80907786.0,92330107.0,102772039.0,105745483.0,108605372.0,110319727.0,113426955.0,121187200.0,129979109.0,
전국,건설업,실질,,40208737.0,41252437.0,45431751.0,49310913.0,54984821.0,67989565.0,78696105.0,76374496.0,81947700.0,84088342.0,95082670.0,95071993.0,99342594.0,87253190.0,78991649.0,75834904.0,80307966.0,83067575.0,89956083.0,92862636.0,93392441.0,93936459.0,95858103.0,92970184.0,94325397.0,90541198.0,86018383.0,86014064.0,89642536.0,91181231.0,96881346.0,107251249.0,114606477.0,112187573.0,110927694.0,110319727.0,108733887.0,109811761.0,113178037.0,
전국,건설업,실질기여도,,,0.14,0.49,0.44,0.62,1.46,1.27,-0.27,0.61,0.22,1.0,0.0,0.35,-0.95,-0.63,-0.23,0.3,0.18,0.43,0.19,0.03,0.03,0.11,-0.16,0.07,-0.2,-0.22,0.0,0.18,0.07,0.27,0.5,0.35,-0.11,-0.06,-0.03,-0.08,0.05,0.16,
전국,서비스업,명목,,42745053.0,50430999.0,58900352.0,69725662.0,81007820.0,99890383.0,123055444.0,144063716.0,166385697.0,196948756.0,228995388.0,259233152.0,289211743.0,298400714.0,324040969.0,359809904.0,401055261.0,445150176.0,480947911.0,511511368.0,543044167.0,582079175.0,632891300.0,684921943.0,715569449.0,767063247.0,800908237.0,835741403.0,871363128.0,911942086.0,969710893.0,1018431490.0,1065439525.0,1122901751.0,1175187090.0,1187871171.0,1279584829.0,1366115197.0,1422661815.0,
전국,서비스업,실질,,161055885.0,178450924.0,199163375.0,224025372.0,243755888.0,267814657.0,296011808.0,317726908.0,344372563.0,375329739.0,408725910.0,441603047.0,472743872.0,471656738.0,520451246.0,561868273.0,599526334.0,642541601.0,661662056.0,683170083.0,714897760.0,751596927.0,796300276.0,824488873.0,842987564.0,880461461.0,910965451.0,940264755.0,975457265.0,1004712735.0,1037715015.0,1072605993.0,1101191840.0,1146101939.0,1190790450.0,1187871171.0,1238053619.0,1284594422.0,1311845740.0,
전국,서비스업,실질기여도,,,4.92,5.32,5.73,3.99,4.59,4.95,3.51,4.11,4.49,4.47,4.02,3.59,-0.12,5.5,4.19,3.54,3.89,1.62,1.79,2.5,2.8,3.29,1.97,1.27,2.52,1.92,1.77,2.07,1.66,1.83,1.87,1.48,2.24,2.18,-0.14,2.43,2.16,1.25,
전국,도매 및 소매업,명목,,12001104.0,14344667.0,17176358.0,19871495.0,21221785.0,24731026.0,28338923.0,30891177.0,34390766.0,39089297.0,45099380.0,48022329.0,49719155.0,47294352.0,55966466.0,67297310.0,71869093.0,76525550.0,78470598.0,83398874.0,87620310.0,93724434.0,101139868.0,110420362.0,116095903.0,133307234.0,142709134.0,150343257.0,154989731.0,152049922.0,157734517.0,165270089.0,171888528.0,175881303.0,178189719.0,175029822.0,185232614.0,196172756.0,205443329.0,
전국,도매 및 소매업,실질,,32218120.0,36706857.0,41219277.0,46112844.0,48966643.0,53361811.0,57993193.0,59596070.0,63939588.0,68597579.0,72991280.0,78429336.0,82309422.0,75558240.0,85138980.0,93390933.0,97213882.0,103351377.0,100006289.0,100429192.0,103611482.0,108958956.0,115138597.0,117920841.0,118465484.0,130512880.0,137008386.0,143423061.0,150009107.0,150560296.0,156285529.0,160175126.0,164666777.0,169194046.0,175673015.0,175029822.0,177655406.0,184163356.0,180346929.0,
전국,도매 및 소매업,실질기여도,,,1.78,1.6,1.59,0.8,1.09,1.01,0.3,0.77,0.75,0.64,0.73,0.47,-0.73,1.07,0.88,0.4,0.61,-0.3,0.04,0.28,0.45,0.51,0.21,0.04,0.94,0.48,0.46,0.46,0.04,0.35,0.23,0.25,0.24,0.34,-0.03,0.13,0.31,-0.17,
전국,운수 및 창고업,명목,,4002774.0,4572448.0,5205234.0,6536145.0,7707337.0,8783466.0,10518059.0,11590355.0,12995237.0,15754369.0,18624747.0,20619386.0,22610612.0,23456733.0,25645465.0,26968941.0,29120363.0,31093464.0,34220997.0,39051799.0,40491536.0,41243958.0,46145000.0,50089073.0,46509043.0,50502283.0,46870790.0,48937537.0,52687416.0,57048577.0,65611098.0,65915387.0,65611947.0,65459093.0,68807635.0,64281816.0,80212426.0,93100340.0,92238067.0,
전국,운수 및 창고업,실질,,10640731.0,10946198.0,12135697.0,13908978.0,14765948.0,16260455.0,17787039.0,18295120.0,18555426.0,20558362.0,23678005.0,26057143.0,28354894.0,26367307.0,31152833.0,33814963.0,35928718.0,36887488.0,37627288.0,40447841.0,42486946.0,44460341.0,47167435.0,49717442.0,47719625.0,54217962.0,58302586.0,61653227.0,63733102.0,64516763.0,66822098.0,67586659.0,69971579.0,73315643.0,74811092.0,64281816.0,71267067.0,80384930.0,90726248.0,
전국,운수 및 창고업,실질기여도,,,0.12,0.45,0.59,0.26,0.45,0.39,0.12,0.06,0.42,0.61,0.41,0.36,-0.28,0.76,0.36,0.25,0.11,0.08,0.29,0.21,0.19,0.24,0.22,-0.17,0.5,0.27,0.19,0.11,0.04,0.12,0.04,0.13,0.16,0.07,-0.47,0.34,0.46,0.51,
전국,숙박 및 음식점업,명목,,2365352.0,2719847.0,2976118.0,3226219.0,3788027.0,5053052.0,6604816.0,7517362.0,8449292.0,10022404.0,11535501.0,13219350.0,14263665.0,12951736.0,16139724.0,17857447.0,19574055.0,21891719.0,22393934.0,22644384.0,23209358.0,24898381.0,26757413.0,28757543.0,29968898.0,31024127.0,31804434.0,33251294.0,34471900.0,36229289.0,39824871.0,43515510.0,45124986.0,47823321.0,51126556.0,42127533.0,44510250.0,55054177.0,63157347.0,
전국,숙박 및 음식점업,실질,,10967929.0,11956009.0,13122673.0,14492196.0,16500204.0,17715770.0,19779206.0,21573768.0,23081041.0,25700827.0,28025623.0,30164829.0,31272261.0,27968663.0,34524979.0,36343106.0,39341716.0,41942907.0,41463418.0,41505250.0,41014500.0,41837635.0,43535558.0,44003738.0,43526905.0,44450780.0,43886290.0,44480125.0,44074172.0,44635622.0,45248141.0,47136284.0,47390442.0,49135285.0,50994779.0,42127533.0,44426013.0,50561093.0,51327017.0,
